,pid,fid,cid,provid,countyid,urban,intyear,genderm,birthyr,age,b_feed_mon,board_school,verbal,math,school_tut_hrs,comp_tut_hrs,hobby_tut_hrs,int_tut_hrs,parent_child_tut_hrs,other_tut_hrs,fam_member_tut_hrs1,fam_member_tut_hrs2,fam_member_tut_hrs3,fam_member_tut_hrs4,fam_member_tut_hrs5,fam_member_tut_hrs6,fam_member_tut_hrs7,fam_member_tut_hrs8,fam_member_tut_hrs9,fam_member_tut_hrs10,fam_member_tut_hrs11,fam_member_tut_hrs12,fam_member_tut_hrs31,pid_f,pid_m,fid_m,cid_m,provid_m,countyid_m,hhcode_m,urban_m,intyear_m,genderm_m,birthyr_m,age_m,hukou_m,ccp_m,ccp_year_m,marital_m,first_marriage_m,year_married_m,year_divorced_m,salary_m,fid_f,cid_f,provid_f,countyid_f,hhcode_f,urban_f,intyear_f,genderm_f,birthyr_f,age_f,hukou_f,ccp_f,ccp_year_f,marital_f,first_marriage_f,year_married_f,year_divorced_f,salary_f
2641,450098103.0,450098.0,795721.0,45.0,4.0,1.0,2016.0,0.0,2004.0,12.0,-8.0,0.0,3.0,2.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,450098101.0,450098102.0,450098.0,795721.0,45.0,4.0,102.0,1.0,2016.0,0.0,1979.0,37.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,271740.0,795721.0,45.0,4.0,101.0,1.0,2016.0,1.0,1980.0,36.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
2651,450098103.0,450098.0,795721.0,45.0,4.0,1.0,2018.0,0.0,2004.0,14.0,12.0,0.0,2.0,2.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,450098101.0,450098102.0,450098.0,795721.0,45.0,4.0,102.0,1.0,2018.0,0.0,-8.0,39.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,1800.0,271740.0,,43.0,8110.0,101.0,1.0,2018.0,1.0,-8.0,38.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,4500.0
2652,450098104.0,450098.0,795721.0,45.0,4.0,1.0,2018.0,1.0,2009.0,9.0,-8.0,0.0,3.0,3.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,7.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,450098101.0,450098102.0,450098.0,795721.0,45.0,4.0,102.0,1.0,2018.0,0.0,-8.0,39.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,1800.0,271740.0,,43.0,8110.0,101.0,1.0,2018.0,1.0,-8.0,38.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,4500.0
2642,450098104.0,450098.0,795721.0,45.0,4.0,1.0,,1.0,2009.0,7.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,450098101.0,450098102.0,450098.0,795721.0,45.0,4.0,102.0,1.0,2016.0,0.0,1979.0,37.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,271740.0,795721.0,45.0,4.0,101.0,1.0,2016.0,1.0,1980.0,36.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
2643,450099104.0,450099.0,504201.0,45.0,4.0,1.0,2017.0,0.0,2007.0,10.0,-8.0,0.0,3.0,3.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,7.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,-8.0,450099101.0,450099102.0,450099.0,504201.0,45.0,4.0,102.0,1.0,2016.0,0.0,1976.0,40.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,1500.0,450099.0,796497.0,45.0,4.0,101.0,1.0,2016.0,1.0,1977.0,39.0,1.0,1.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
2653,450099104.0,450099.0,504201.0,45.0,4.0,1.0,2018.0,0.0,2007.0,11.0,-8.0,0.0,2.0,3.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,3.5,-8.0,-8.0,-8.0,-8.0,,,,,,,,,450099101.0,450099102.0,450099.0,504201.0,45.0,4.0,102.0,1.0,2018.0,0.0,-8.0,42.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,450099.0,504201.0,45.0,4.0,101.0,1.0,2018.0,1.0,-8.0,41.0,,-8.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
2654,450104103.0,450104.0,795721.0,45.0,4.0,1.0,2018.0,0.0,2010.0,8.0,-8.0,0.0,1.0,1.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,2.0,4.0,-8.0,-8.0,-8.0,,,,,,,,,450104101.0,450104102.0,450104.0,795721.0,45.0,4.0,102.0,1.0,2018.0,0.0,-8.0,36.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,450104.0,795721.0,45.0,4.0,101.0,1.0,2018.0,1.0,-8.0,39.0,,-8.0,-8.0,2.0,-8.0,-8.0,-8.0,1000.0
2644,450104103.0,450104.0,795721.0,45.0,4.0,1.0,,0.0,2010.0,6.0,10.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,2.0,7.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,450104101.0,450104102.0,450104.0,795721.0,45.0,4.0,102.0,1.0,2016.0,0.0,1982.0,34.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,450104.0,795721.0,45.0,4.0,101.0,1.0,2016.0,1.0,1979.0,37.0,1.0,1.0,-8.0,2.0,-8.0,-8.0,-8.0,1666.0
2656,450104106.0,471616.0,795721.0,45.0,4.0,1.0,2018.0,0.0,2008.0,10.0,-8.0,0.0,1.0,1.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,291585501.0,291585502.0,471616.0,795721.0,45.0,4.0,502.0,1.0,2018.0,0.0,-8.0,36.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,471616.0,795721.0,45.0,4.0,501.0,1.0,2018.0,1.0,-8.0,36.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
2646,450104106.0,471616.0,795721.0,45.0,4.0,1.0,,0.0,2008.0,9.0,-8.0,0.0,1.0,1.0,-8.0,-8.0,2.5,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,3.0,2.0,-8.0,-8.0,,,,,-8.0,291585501.0,291585502.0,471616.0,795721.0,45.0,4.0,502.0,1.0,2017.0,0.0,1982.0,35.0,-8.0,0.0,-8.0,2.0,1.0,2006.0,-8.0,-8.0,471616.0,795721.0,45.0,4.0,501.0,1.0,2017.0,1.0,1982.0,35.0,-8.0,0.0,-8.0,2.0,1.0,2008.0,-8.0,-8.0
2655,450104551.0,450104.0,795721.0,45.0,4.0,1.0,2018.0,0.0,2014.0,4.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,3.0,2.0,-8.0,-8.0,-8.0,,,,,,,,,450104101.0,450104102.0,450104.0,795721.0,45.0,4.0,102.0,1.0,2018.0,0.0,-8.0,36.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,450104.0,795721.0,45.0,4.0,101.0,1.0,2018.0,1.0,-8.0,39.0,,-8.0,-8.0,2.0,-8.0,-8.0,-8.0,1000.0
2645,450104551.0,450104.0,795721.0,45.0,4.0,1.0,,0.0,2014.0,2.0,10.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,450104101.0,450104102.0,450104.0,795721.0,45.0,4.0,102.0,1.0,2016.0,0.0,1982.0,34.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,450104.0,795721.0,45.0,4.0,101.0,1.0,2016.0,1.0,1979.0,37.0,1.0,1.0,-8.0,2.0,-8.0,-8.0,-8.0,1666.0
2657,450105501.0,450105.0,795721.0,45.0,4.0,1.0,2018.0,1.0,2012.0,6.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1.0,2.0,-8.0,-8.0,-8.0,,,,,,,,,450105101.0,450105103.0,450105.0,795721.0,45.0,4.0,103.0,1.0,2018.0,0.0,-8.0,41.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,450105.0,795721.0,45.0,4.0,101.0,1.0,2018.0,1.0,-8.0,44.0,,-8.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
2647,450105501.0,450105.0,795721.0,45.0,4.0,1.0,,1.0,2012.0,4.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,450105101.0,450105103.0,450105.0,795721.0,45.0,4.0,103.0,1.0,2016.0,0.0,1977.0,39.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,450105.0,795721.0,45.0,4.0,101.0,1.0,2016.0,1.0,1974.0,42.0,1.0,1.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
2658,450110104.0,450110.0,795721.0,45.0,4.0,1.0,2018.0,1.0,2008.0,10.0,-8.0,0.0,3.0,3.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,3.5,-8.0,-8.0,-8.0,-8.0,,,,,,,,,450110101.0,450110102.0,450110.0,795721.0,45.0,4.0,102.0,1.0,2018.0,0.0,-8.0,46.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,450110.0,795721.0,45.0,4.0,101.0,1.0,2018.0,1.0,-8.0,52.0,,-8.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
2648,450110104.0,450110.0,795721.0,45.0,4.0,1.0,,1.0,2008.0,8.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,450110101.0,450110102.0,450110.0,795721.0,45.0,4.0,102.0,1.0,2016.0,0.0,1972.0,44.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,450110.0,795721.0,45.0,4.0,101.0,1.0,2016.0,1.0,1966.0,50.0,1.0,1.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
2659,450112104.0,450112.0,795721.0,45.0,4.0,1.0,2018.0,0.0,2007.0,11.0,-8.0,0.0,3.0,3.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,7.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,450112101.0,450112102.0,450112.0,795721.0,45.0,4.0,102.0,1.0,2018.0,0.0,-8.0,41.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,450112.0,795721.0,45.0,4.0,101.0,1.0,2018.0,1.0,-8.0,44.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
2649,450112104.0,450112.0,795721.0,45.0,4.0,1.0,,0.0,2007.0,9.0,-8.0,0.0,3.0,3.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,14.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,450112101.0,450112102.0,450112.0,795721.0,45.0,4.0,102.0,1.0,2016.0,0.0,1977.0,39.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,450112.0,795721.0,45.0,4.0,101.0,1.0,2016.0,1.0,1974.0,42.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
2650,450123103.0,450123.0,796126.0,45.0,2149.0,0.0,2016.0,1.0,2005.0,11.0,-8.0,0.0,4.0,3.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,450123102.0,450123101.0,450123.0,796126.0,45.0,2149.0,101.0,0.0,2016.0,0.0,1979.0,37.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,2000.0,450123.0,796126.0,45.0,2149.0,102.0,0.0,2016.0,1.0,1976.0,40.0,1.0,1.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
2660,450123103.0,450123.0,796126.0,45.0,2149.0,0.0,2018.0,1.0,2005.0,13.0,5.0,0.0,3.0,3.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,450123102.0,450123101.0,450123.0,796126.0,45.0,2149.0,101.0,0.0,2018.0,0.0,-8.0,39.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,2500.0,450123.0,796126.0,45.0,2149.0,102.0,0.0,2018.0,1.0,-8.0,42.0,,-8.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
2661,450123401.0,450123.0,796126.0,45.0,2149.0,0.0,2018.0,0.0,2011.0,7.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,3.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,450123102.0,450123101.0,450123.0,796126.0,45.0,2149.0,101.0,0.0,2018.0,0.0,-8.0,39.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,2500.0,450123.0,796126.0,45.0,2149.0,102.0,0.0,2018.0,1.0,-8.0,42.0,,-8.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
2651,450123401.0,450123.0,796126.0,45.0,2149.0,0.0,,0.0,2011.0,5.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,450123102.0,450123101.0,450123.0,796126.0,45.0,2149.0,101.0,0.0,2016.0,0.0,1979.0,37.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,2000.0,450123.0,796126.0,45.0,2149.0,102.0,0.0,2016.0,1.0,1976.0,40.0,1.0,1.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
2662,450124105.0,271766.0,796126.0,45.0,2149.0,0.0,2018.0,0.0,2007.0,11.0,-8.0,0.0,2.0,2.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,4.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,450124104.0,450124103.0,271766.0,796126.0,45.0,2149.0,103.0,0.0,2018.0,0.0,1982.0,36.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,1600.0,271766.0,796126.0,45.0,2149.0,104.0,0.0,2018.0,1.0,1986.0,32.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,3500.0
2652,450124105.0,450124.0,796126.0,45.0,2149.0,0.0,,0.0,2007.0,9.0,-8.0,0.0,1.0,1.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,3.0,450124104.0,450124103.0,271766.0,796126.0,45.0,2149.0,103.0,0.0,2016.0,0.0,1982.0,34.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,271766.0,796126.0,45.0,2149.0,104.0,0.0,2016.0,1.0,1986.0,30.0,0.0,0.0,-8.0,2.0,1.0,2006.0,-8.0,2000.0
2663,450124552.0,271766.0,796126.0,45.0,2149.0,0.0,2018.0,0.0,2015.0,3.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,450124104.0,450124103.0,271766.0,796126.0,45.0,2149.0,103.0,0.0,2018.0,0.0,1982.0,36.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,1600.0,271766.0,796126.0,45.0,2149.0,104.0,0.0,2018.0,1.0,1986.0,32.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,3500.0
2653,450124552.0,450124.0,796126.0,45.0,2149.0,0.0,,0.0,2015.0,1.0,7.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,450124104.0,450124103.0,271766.0,796126.0,45.0,2149.0,103.0,0.0,2016.0,0.0,1982.0,34.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,271766.0,796126.0,45.0,2149.0,104.0,0.0,2016.0,1.0,1986.0,30.0,0.0,0.0,-8.0,2.0,1.0,2006.0,-8.0,2000.0
2664,450137105.0,450137.0,796878.0,45.0,2149.0,1.0,2018.0,1.0,2007.0,11.0,-8.0,0.0,4.0,3.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,4.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,450137101.0,450137103.0,450137.0,796878.0,45.0,2149.0,103.0,1.0,2018.0,0.0,-8.0,44.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,1400.0,450137.0,796878.0,45.0,2149.0,101.0,1.0,2018.0,1.0,-8.0,46.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,2000.0
2654,450137105.0,450137.0,796126.0,45.0,2149.0,0.0,,1.0,2007.0,9.0,-8.0,0.0,4.0,4.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,14.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,450137101.0,450137103.0,450137.0,796878.0,45.0,2149.0,103.0,1.0,2016.0,0.0,1974.0,42.0,1.0,0.0,-8.0,2.0,-8.0,2007.0,-8.0,1150.0,450137.0,796126.0,45.0,2149.0,101.0,0.0,2016.0,1.0,1972.0,44.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
2665,450141502.0,450141.0,795885.0,45.0,2149.0,0.0,2018.0,0.0,2013.0,5.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,7.0,5.0,-8.0,-8.0,-8.0,,,,,,,,,450141104.0,450141501.0,450141.0,795885.0,45.0,2149.0,501.0,0.0,2018.0,0.0,-8.0,21.0,,0.0,-8.0,3.0,-8.0,-8.0,-8.0,3000.0,450141.0,795885.0,45.0,2149.0,104.0,0.0,2018.0,1.0,-8.0,21.0,,0.0,-8.0,3.0,-8.0,-8.0,-8.0,3500.0
2655,450141502.0,450141.0,795885.0,45.0,2149.0,0.0,,0.0,2013.0,3.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,450141104.0,450141501.0,450141.0,795885.0,45.0,2149.0,501.0,0.0,2016.0,0.0,1997.0,19.0,1.0,0.0,,2.0,,,,,450141.0,795885.0,45.0,2149.0,104.0,0.0,2016.0,1.0,1997.0,19.0,1.0,0.0,,2.0,,,,
2666,450163502.0,450163.0,795885.0,45.0,2149.0,0.0,2018.0,1.0,2013.0,5.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,450163105.0,450163501.0,450163.0,795885.0,45.0,2149.0,501.0,0.0,2018.0,0.0,-8.0,25.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,1100.0,450163.0,795885.0,45.0,2149.0,105.0,0.0,2018.0,1.0,-8.0,30.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,4500.0
2656,450163502.0,450163.0,795885.0,45.0,2149.0,0.0,,1.0,2013.0,3.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,450163105.0,450163501.0,450163.0,795885.0,45.0,2149.0,501.0,0.0,2016.0,0.0,1993.0,23.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,1100.0,450163.0,795885.0,45.0,2149.0,105.0,0.0,2017.0,1.0,1988.0,29.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
2657,450165110.0,450165.0,795885.0,45.0,2149.0,0.0,2016.0,0.0,2004.0,12.0,8.0,0.0,1.0,4.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,450165101.0,450165108.0,450165.0,795885.0,45.0,2149.0,108.0,0.0,2017.0,0.0,1976.0,41.0,1.0,0.0,-8.0,2.0,-8.0,1994.0,-8.0,-8.0,450165.0,795885.0,45.0,2149.0,101.0,0.0,2016.0,1.0,1974.0,42.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
2667,450165110.0,450165.0,795885.0,45.0,2149.0,0.0,2018.0,0.0,2004.0,14.0,-8.0,1.0,3.0,4.0,40.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,450165101.0,450165108.0,450165.0,795885.0,45.0,2149.0,108.0,0.0,2018.0,0.0,-8.0,42.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,450165.0,,45.0,2149.0,101.0,-9.0,2018.0,1.0,,44.0,,0.0,,,,,,
2658,450167106.0,450167.0,795885.0,45.0,2149.0,0.0,2016.0,1.0,2004.0,12.0,-8.0,0.0,4.0,4.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,3.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,450167103.0,450167105.0,450167.0,795885.0,45.0,2149.0,105.0,0.0,2016.0,0.0,1980.0,36.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,450167.0,795885.0,45.0,2149.0,103.0,0.0,2016.0,1.0,1979.0,37.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
2668,450167106.0,450167.0,795885.0,45.0,2149.0,0.0,2018.0,1.0,2004.0,14.0,12.0,1.0,4.0,4.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,450167103.0,450167105.0,450167.0,795885.0,45.0,2149.0,105.0,0.0,2018.0,0.0,1980.0,38.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,450167.0,795885.0,45.0,2149.0,103.0,0.0,2018.0,1.0,1979.0,39.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
2659,450167107.0,450167.0,795885.0,45.0,2149.0,0.0,2016.0,0.0,2005.0,11.0,-8.0,0.0,3.0,3.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,5.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,450167103.0,450167105.0,450167.0,795885.0,45.0,2149.0,105.0,0.0,2016.0,0.0,1980.0,36.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,450167.0,795885.0,45.0,2149.0,103.0,0.0,2016.0,1.0,1979.0,37.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
2669,450167107.0,450167.0,795885.0,45.0,2149.0,0.0,2018.0,0.0,2005.0,13.0,12.0,0.0,4.0,4.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,450167103.0,450167105.0,450167.0,795885.0,45.0,2149.0,105.0,0.0,2018.0,0.0,1980.0,38.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,450167.0,795885.0,45.0,2149.0,103.0,0.0,2018.0,1.0,1979.0,39.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
2660,450169105.0,450169.0,795668.0,45.0,2149.0,1.0,2016.0,1.0,2004.0,12.0,-8.0,0.0,3.0,4.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,450169101.0,450169102.0,450169.0,795668.0,45.0,2149.0,102.0,1.0,2016.0,0.0,1974.0,42.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,450169.0,795668.0,45.0,2149.0,101.0,1.0,2016.0,1.0,1971.0,45.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,5000.0
2670,450169105.0,450169.0,795668.0,45.0,2149.0,1.0,2018.0,1.0,2004.0,14.0,12.0,1.0,2.0,4.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,450169101.0,450169102.0,450169.0,795668.0,45.0,2149.0,102.0,1.0,2018.0,0.0,-8.0,44.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,450169.0,795668.0,45.0,2149.0,101.0,1.0,2018.0,1.0,-8.0,47.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,6000.0
2671,450170106.0,450170.0,795668.0,45.0,2149.0,1.0,2018.0,1.0,2009.0,9.0,-8.0,0.0,2.0,2.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,2.5,8.0,-8.0,-8.0,-8.0,,,,,,,,,450170104.0,450170105.0,450170.0,795668.0,45.0,2149.0,105.0,1.0,2018.0,0.0,-8.0,34.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,1700.0,450170.0,795668.0,45.0,2149.0,104.0,1.0,2018.0,1.0,-8.0,33.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,4000.0
2661,450170106.0,213278.0,-9.0,44.0,2023.0,-9.0,,1.0,2009.0,7.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,3.5,-8.0,-8.0,-8.0,2.0,1.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,450170104.0,450170105.0,213278.0,795668.0,44.0,2023.0,105.0,1.0,2016.0,0.0,1984.0,32.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,450170.0,795668.0,44.0,2023.0,104.0,1.0,2017.0,1.0,1985.0,32.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,3500.0
2672,450170401.0,213278.0,795668.0,45.0,2149.0,1.0,2018.0,1.0,2011.0,7.0,-8.0,0.0,3.0,3.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,7.0,7.0,-8.0,-8.0,-8.0,,,,,,,,,450170103.0,450170431.0,213278.0,795668.0,45.0,2149.0,431.0,1.0,2018.0,0.0,-8.0,34.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,2500.0,213278.0,795668.0,45.0,2149.0,103.0,1.0,2018.0,1.0,-8.0,35.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,3000.0
