,pid,fid,cid,provid,countyid,urban,intyear,genderm,birthyr,age,b_feed_mon,board_school,verbal,math,school_tut_hrs,comp_tut_hrs,hobby_tut_hrs,int_tut_hrs,parent_child_tut_hrs,other_tut_hrs,fam_member_tut_hrs1,fam_member_tut_hrs2,fam_member_tut_hrs3,fam_member_tut_hrs4,fam_member_tut_hrs5,fam_member_tut_hrs6,fam_member_tut_hrs7,fam_member_tut_hrs8,fam_member_tut_hrs9,fam_member_tut_hrs10,fam_member_tut_hrs11,fam_member_tut_hrs12,fam_member_tut_hrs31,pid_f,pid_m,fid_m,cid_m,provid_m,countyid_m,hhcode_m,urban_m,intyear_m,genderm_m,birthyr_m,age_m,hukou_m,ccp_m,ccp_year_m,marital_m,first_marriage_m,year_married_m,year_divorced_m,salary_m,fid_f,cid_f,provid_f,countyid_f,hhcode_f,urban_f,intyear_f,genderm_f,birthyr_f,age_f,hukou_f,ccp_f,ccp_year_f,marital_f,first_marriage_f,year_married_f,year_divorced_f,salary_f
3679,620871401.0,620871.0,219500.0,62.0,131.0,0.0,2018.0,1.0,2010.0,8.0,-8.0,0.0,2.0,1.0,-8.0,-8.0,4.0,-8.0,-8.0,-8.0,15.0,10.0,-8.0,-8.0,-8.0,,,,,,,,,620871103.0,620871105.0,620871.0,219500.0,62.0,131.0,105.0,0.0,2018.0,0.0,-8.0,38.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,4500.0,620871.0,219500.0,62.0,131.0,103.0,0.0,2018.0,1.0,-8.0,35.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,5000.0
3669,620871401.0,620871.0,219500.0,62.0,131.0,0.0,,1.0,2010.0,6.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1.0,1.0,3.0,3.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,620871103.0,620871105.0,620871.0,219500.0,62.0,131.0,105.0,0.0,2016.0,0.0,1980.0,36.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,620871.0,219500.0,62.0,131.0,103.0,0.0,2016.0,1.0,1983.0,33.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,4000.0
3670,620872104.0,620872.0,219500.0,62.0,131.0,0.0,2016.0,0.0,2003.0,13.0,-8.0,0.0,1.0,3.0,-8.0,-8.0,-8.0,-8.0,-8.0,2.0,-8.0,6.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,620872102.0,620872101.0,620872.0,219500.0,62.0,131.0,101.0,0.0,2016.0,0.0,1981.0,35.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,620872.0,219500.0,62.0,131.0,102.0,0.0,2016.0,1.0,1978.0,38.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
3680,620872104.0,620872.0,219500.0,62.0,131.0,0.0,2018.0,0.0,2003.0,15.0,0.0,0.0,1.0,3.0,-8.0,-8.0,-8.0,-8.0,-8.0,8.0,3.5,3.5,-8.0,-8.0,-8.0,,,,,,,,,620872102.0,620872101.0,620872.0,219500.0,62.0,131.0,101.0,0.0,2018.0,0.0,-8.0,37.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,620872.0,219500.0,62.0,131.0,102.0,0.0,2018.0,1.0,-8.0,40.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
3681,620872105.0,620872.0,219500.0,62.0,131.0,0.0,2018.0,0.0,2008.0,10.0,-8.0,0.0,1.0,1.0,-8.0,-8.0,-8.0,-8.0,-8.0,2.0,4.0,3.0,-8.0,-8.0,-8.0,,,,,,,,,620872102.0,620872101.0,620872.0,219500.0,62.0,131.0,101.0,0.0,2018.0,0.0,-8.0,37.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,620872.0,219500.0,62.0,131.0,102.0,0.0,2018.0,1.0,-8.0,40.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
3671,620872105.0,620872.0,219500.0,62.0,131.0,0.0,,0.0,2008.0,8.0,-8.0,0.0,1.0,1.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,6.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,620872102.0,620872101.0,620872.0,219500.0,62.0,131.0,101.0,0.0,2016.0,0.0,1981.0,35.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,620872.0,219500.0,62.0,131.0,102.0,0.0,2016.0,1.0,1978.0,38.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
3682,620878105.0,620878.0,219500.0,62.0,131.0,0.0,2018.0,0.0,2007.0,11.0,-8.0,0.0,1.0,1.0,2.0,2.0,4.0,-8.0,-8.0,-8.0,7.0,3.5,-8.0,-8.0,-8.0,,,,,,,,,620878103.0,620878104.0,620878.0,219500.0,62.0,131.0,104.0,0.0,2018.0,0.0,-8.0,36.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,3500.0,620878.0,219500.0,62.0,131.0,103.0,0.0,2018.0,1.0,-8.0,39.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
3672,620878105.0,620878.0,219500.0,62.0,131.0,0.0,,0.0,2007.0,9.0,-8.0,0.0,1.0,1.0,-8.0,-8.0,4.0,-8.0,-8.0,-8.0,-8.0,-8.0,6.0,6.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,620878103.0,620878104.0,620878.0,219500.0,62.0,131.0,104.0,0.0,2016.0,0.0,1982.0,34.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,620878.0,219500.0,62.0,131.0,103.0,0.0,2016.0,1.0,1979.0,37.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
3683,620883552.0,620883.0,219500.0,62.0,131.0,0.0,2018.0,1.0,2015.0,3.0,12.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,620883103.0,620883551.0,620883.0,219500.0,62.0,131.0,551.0,0.0,2018.0,0.0,-8.0,28.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,620883.0,219500.0,62.0,131.0,103.0,0.0,2018.0,1.0,-8.0,31.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
3673,620883552.0,620883.0,219500.0,62.0,131.0,0.0,,1.0,2015.0,1.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,620883103.0,620883551.0,620883.0,219500.0,62.0,131.0,551.0,0.0,2016.0,0.0,1990.0,26.0,-8.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,0.0,620883.0,219500.0,62.0,131.0,103.0,0.0,2016.0,1.0,1987.0,29.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,6000.0
3684,620886401.0,620886.0,219500.0,62.0,131.0,0.0,2018.0,1.0,2011.0,7.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,8.0,8.0,-8.0,-8.0,-8.0,,,,,,,,,620886102.0,620886431.0,620886.0,219500.0,62.0,131.0,431.0,0.0,2018.0,0.0,-8.0,31.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-9.0,620886.0,219500.0,62.0,131.0,102.0,0.0,2018.0,1.0,1984.0,34.0,,-8.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
3674,620886401.0,620886.0,219500.0,62.0,131.0,0.0,,1.0,2011.0,5.0,-8.0,1.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,620886102.0,620886431.0,620886.0,219500.0,62.0,131.0,431.0,0.0,2016.0,0.0,1987.0,29.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,620886.0,219500.0,62.0,131.0,102.0,0.0,2016.0,1.0,1984.0,32.0,1.0,1.0,-8.0,2.0,-8.0,-8.0,-8.0,3000.0
3685,620889401.0,620889.0,219500.0,62.0,131.0,0.0,2018.0,0.0,2011.0,7.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,7.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,620889102.0,620889431.0,620889.0,219500.0,62.0,131.0,431.0,0.0,2018.0,0.0,-8.0,28.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-9.0,620889.0,219500.0,62.0,131.0,102.0,0.0,2018.0,1.0,-8.0,27.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
3675,620889401.0,620889.0,219500.0,62.0,131.0,0.0,,0.0,2011.0,5.0,13.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,5.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,620889102.0,620889431.0,620889.0,219500.0,62.0,131.0,431.0,0.0,2016.0,0.0,1990.0,26.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,620889.0,219500.0,62.0,131.0,102.0,0.0,2016.0,1.0,1991.0,25.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
3686,620889501.0,620889.0,219500.0,62.0,131.0,0.0,2018.0,1.0,2012.0,6.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,620889102.0,620889431.0,620889.0,219500.0,62.0,131.0,431.0,0.0,2018.0,0.0,-8.0,28.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-9.0,620889.0,219500.0,62.0,131.0,102.0,0.0,2018.0,1.0,-8.0,27.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
3676,620889501.0,620889.0,219500.0,62.0,131.0,0.0,,1.0,2012.0,4.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,620889102.0,620889431.0,620889.0,219500.0,62.0,131.0,431.0,0.0,2016.0,0.0,1990.0,26.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,620889.0,219500.0,62.0,131.0,102.0,0.0,2016.0,1.0,1991.0,25.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
3687,620890502.0,620890.0,219500.0,62.0,131.0,0.0,2018.0,0.0,2014.0,4.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,7.0,2.0,-8.0,-8.0,-8.0,,,,,,,,,620890103.0,620890501.0,620890.0,219500.0,62.0,131.0,501.0,0.0,2018.0,0.0,1989.0,29.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,620890.0,219500.0,62.0,131.0,103.0,0.0,2018.0,1.0,-8.0,30.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-9.0
3677,620890502.0,620890.0,219500.0,62.0,131.0,0.0,,0.0,2014.0,2.0,15.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,620890103.0,620890501.0,620890.0,219500.0,62.0,131.0,501.0,0.0,2016.0,0.0,1989.0,27.0,0.0,0.0,-8.0,2.0,5.0,2013.0,-8.0,-8.0,620890.0,219500.0,62.0,131.0,103.0,0.0,2016.0,1.0,1988.0,28.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
3688,620905105.0,620905.0,225210.0,62.0,145.0,0.0,2018.0,1.0,2010.0,8.0,-8.0,0.0,1.0,1.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,620905101.0,620905104.0,620905.0,225210.0,62.0,145.0,104.0,0.0,2018.0,0.0,-8.0,36.0,,-8.0,-8.0,2.0,-8.0,-8.0,-8.0,-9.0,620905.0,,65.0,3056.0,101.0,-9.0,2018.0,1.0,,37.0,,0.0,,,,,,
3678,620905105.0,620905.0,225210.0,62.0,145.0,0.0,,1.0,2010.0,6.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,14.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,620905101.0,620905104.0,620905.0,225210.0,62.0,145.0,104.0,0.0,2016.0,0.0,1982.0,34.0,1.0,1.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,620905.0,225210.0,62.0,145.0,101.0,0.0,2016.0,1.0,1981.0,35.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
3689,620906103.0,620906.0,225210.0,62.0,145.0,0.0,2018.0,0.0,2009.0,9.0,-8.0,0.0,4.0,4.0,-8.0,-8.0,11.0,-8.0,-8.0,-8.0,14.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,620906101.0,620906102.0,620906.0,225210.0,62.0,145.0,102.0,0.0,2018.0,0.0,-8.0,31.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,620906.0,225210.0,62.0,145.0,101.0,0.0,2018.0,1.0,-8.0,38.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,2000.0
3679,620906103.0,620906.0,225210.0,62.0,145.0,0.0,,0.0,2009.0,7.0,-8.0,0.0,3.0,3.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,21.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,620906101.0,620906102.0,620906.0,225210.0,62.0,145.0,102.0,0.0,2016.0,0.0,1987.0,29.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,620906.0,225210.0,62.0,145.0,101.0,0.0,2016.0,1.0,1980.0,36.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,4000.0
3690,620906551.0,620906.0,225210.0,62.0,145.0,0.0,2018.0,0.0,2015.0,3.0,18.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,620906101.0,620906102.0,620906.0,225210.0,62.0,145.0,102.0,0.0,2018.0,0.0,-8.0,31.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,620906.0,225210.0,62.0,145.0,101.0,0.0,2018.0,1.0,-8.0,38.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,2000.0
3680,620906551.0,620906.0,225210.0,62.0,145.0,0.0,,0.0,2015.0,1.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,620906101.0,620906102.0,620906.0,225210.0,62.0,145.0,102.0,0.0,2016.0,0.0,1987.0,29.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,620906.0,225210.0,62.0,145.0,101.0,0.0,2016.0,1.0,1980.0,36.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,4000.0
3691,620908571.0,234866.0,156268.0,62.0,145.0,1.0,2018.0,1.0,2015.0,3.0,18.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,234866552.0,620908104.0,234866.0,156268.0,62.0,145.0,104.0,1.0,2018.0,0.0,-8.0,32.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,1500.0,234866.0,156268.0,62.0,145.0,552.0,1.0,2018.0,1.0,-8.0,32.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,3100.0
3681,620908571.0,234866.0,225220.0,62.0,145.0,0.0,,1.0,2015.0,1.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,-8.0,234866552.0,620908104.0,234866.0,156268.0,62.0,145.0,104.0,1.0,2016.0,0.0,1986.0,30.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,234866.0,156268.0,62.0,145.0,552.0,1.0,2016.0,1.0,1986.0,30.0,-8.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,3100.0
3692,620909502.0,620909.0,225220.0,62.0,145.0,0.0,2018.0,0.0,2014.0,4.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,620909104.0,620909501.0,620909.0,225220.0,62.0,145.0,501.0,0.0,2018.0,0.0,-8.0,26.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,620909.0,225220.0,62.0,145.0,104.0,0.0,2018.0,1.0,-8.0,28.0,,-8.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
3682,620909502.0,620909.0,225220.0,62.0,145.0,0.0,,0.0,2014.0,2.0,9.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,620909104.0,620909501.0,620909.0,225220.0,62.0,145.0,501.0,0.0,2016.0,0.0,1992.0,24.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,620909.0,225220.0,62.0,145.0,104.0,0.0,2016.0,1.0,1990.0,26.0,1.0,1.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
3693,620909551.0,620909.0,225220.0,62.0,145.0,0.0,2018.0,0.0,2016.0,2.0,18.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,620909104.0,620909501.0,620909.0,225220.0,62.0,145.0,501.0,0.0,2018.0,0.0,-8.0,26.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,620909.0,225220.0,62.0,145.0,104.0,0.0,2018.0,1.0,-8.0,28.0,,-8.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
3683,620909551.0,620909.0,225220.0,62.0,145.0,0.0,,0.0,2016.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,620909104.0,620909501.0,620909.0,225220.0,62.0,145.0,501.0,0.0,2016.0,0.0,1992.0,24.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,620909.0,225220.0,62.0,145.0,104.0,0.0,2016.0,1.0,1990.0,26.0,1.0,1.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
3684,620913105.0,620913.0,225220.0,62.0,145.0,0.0,2016.0,1.0,2006.0,10.0,-8.0,0.0,3.0,3.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,7.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,620913101.0,620913103.0,620913.0,225220.0,62.0,145.0,103.0,0.0,2016.0,0.0,1982.0,34.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,620913.0,225220.0,62.0,145.0,101.0,0.0,2016.0,1.0,1979.0,37.0,1.0,1.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
3694,620913105.0,620913.0,225220.0,62.0,145.0,0.0,2018.0,1.0,2006.0,12.0,21.0,0.0,3.0,3.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,14.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,620913101.0,620913103.0,620913.0,225220.0,62.0,145.0,103.0,0.0,2018.0,0.0,-8.0,36.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,620913.0,225220.0,62.0,145.0,101.0,0.0,2018.0,1.0,-8.0,39.0,,-8.0,-8.0,2.0,-8.0,-8.0,-8.0,5000.0
3695,620918501.0,620918.0,-9.0,33.0,1054.0,0.0,2018.0,1.0,2012.0,6.0,-8.0,1.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,7.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,620918104.0,620918431.0,620918.0,,33.0,1054.0,431.0,0.0,2018.0,0.0,-8.0,30.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,620918.0,225230.0,62.0,145.0,104.0,0.0,2018.0,1.0,-8.0,34.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,4000.0
3685,620918501.0,620918.0,225230.0,62.0,145.0,0.0,,1.0,2012.0,4.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,620918104.0,620918431.0,620918.0,225230.0,62.0,145.0,431.0,0.0,2017.0,0.0,1988.0,29.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,620918.0,225230.0,62.0,145.0,104.0,0.0,2017.0,1.0,1984.0,33.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
3696,620919521.0,256368.0,148254.0,62.0,145.0,0.0,2018.0,0.0,2013.0,5.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,256368503.0,620919103.0,256368.0,148254.0,62.0,145.0,103.0,0.0,2018.0,0.0,-8.0,25.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,256368.0,148254.0,62.0,145.0,503.0,0.0,2018.0,1.0,-8.0,27.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
3686,620919521.0,256368.0,148254.0,62.0,145.0,0.0,,0.0,2013.0,3.0,12.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,256368503.0,620919103.0,256368.0,148254.0,62.0,145.0,103.0,0.0,2016.0,0.0,1993.0,23.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,256368.0,148254.0,62.0,145.0,503.0,0.0,2016.0,1.0,1991.0,25.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
3697,620926502.0,620926.0,796485.0,62.0,136.0,0.0,2018.0,0.0,2011.0,7.0,-8.0,0.0,3.0,3.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,5.0,10.0,-8.0,-8.0,-8.0,,,,,,,,,620926103.0,620926501.0,620926.0,,65.0,,501.0,-9.0,2018.0,0.0,,28.0,,0.0,,,,,,,620926.0,,65.0,,103.0,-9.0,2018.0,1.0,,27.0,,0.0,,,,,,
3687,620926502.0,620926.0,796485.0,62.0,136.0,0.0,,0.0,2011.0,5.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,620926103.0,620926501.0,620926.0,796485.0,62.0,136.0,501.0,0.0,2016.0,0.0,1990.0,26.0,1.0,0.0,,2.0,,,,,620926.0,796485.0,62.0,136.0,103.0,0.0,2016.0,1.0,1991.0,25.0,1.0,0.0,,2.0,,,,
3698,620926503.0,620926.0,796485.0,62.0,136.0,0.0,2018.0,1.0,2013.0,5.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,4.0,3.0,-8.0,-8.0,-8.0,,,,,,,,,620926103.0,620926501.0,620926.0,,65.0,,501.0,-9.0,2018.0,0.0,,28.0,,0.0,,,,,,,620926.0,,65.0,,103.0,-9.0,2018.0,1.0,,27.0,,0.0,,,,,,
3688,620926503.0,620926.0,796485.0,62.0,136.0,0.0,,1.0,2013.0,3.0,8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,620926103.0,620926501.0,620926.0,796485.0,62.0,136.0,501.0,0.0,2016.0,0.0,1990.0,26.0,1.0,0.0,,2.0,,,,,620926.0,796485.0,62.0,136.0,103.0,0.0,2016.0,1.0,1991.0,25.0,1.0,0.0,,2.0,,,,
3689,620927501.0,620927.0,796485.0,62.0,136.0,0.0,2016.0,0.0,2003.0,13.0,-8.0,1.0,4.0,4.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,620927101.0,620927103.0,620927.0,796485.0,62.0,136.0,103.0,0.0,2016.0,0.0,1976.0,40.0,1.0,0.0,,2.0,,,,,620927.0,796485.0,62.0,136.0,101.0,0.0,2016.0,1.0,1974.0,42.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
3699,620927501.0,620927.0,796485.0,62.0,136.0,0.0,2018.0,0.0,2003.0,15.0,24.0,1.0,4.0,4.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,620927101.0,620927103.0,620927.0,,44.0,,103.0,-9.0,2018.0,0.0,,42.0,,0.0,,,,,,,620927.0,796485.0,62.0,136.0,101.0,0.0,2018.0,1.0,-8.0,44.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
3700,620928401.0,620928.0,796485.0,62.0,136.0,0.0,2018.0,0.0,2011.0,7.0,-8.0,0.0,3.0,3.0,-8.0,-8.0,1.0,-8.0,-8.0,-8.0,24.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,620928103.0,620928501.0,620928.0,796485.0,62.0,136.0,501.0,0.0,2018.0,0.0,-8.0,28.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,620928.0,,65.0,3040.0,103.0,1.0,2018.0,1.0,1985.0,33.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,3500.0
